cnt,OPENDATA_ID,GNG_CS,FD_CS,BZ_NM,TLNO,MBZ_HR,SEAT_CNT,PKPL,HP,PSB_FRN,BKN_YN,INFN_FCL,BRFT_YN,DSSRT_YN,MNU,SMPL_DESC,SBW,BUS,LOCATION,coordinate,lat,lon
117,579,대구광역시 중구 덕산동 124-10,중식,태산만두,053-424-0449,10:30 ~ 22:00,44석,유료주차장,없음,중국어 &lt;BR&gt;기타 (),가능,불가능,불가능,불가능,"군만두/찐교스/물만두/고기왕만두 5,500원 
비빔만두/탕수만두 6,500원 
만둣국/떡만둣국 6,500원 
","[태산만두]는 1958년에 개업한 전통 중국식 만두 전문점입니다.
화교가 직접 운영하는 만두집으로 급변하는 동성로에서 오랜 역사를 지닌 묵은 맛집입니다.
",지하철 2호선 반월당역 13번 출구 약 150m 도보로 약 2분 거리입니다.,버스 정류장은 `약령시건너(동성로입구)` 정류장이 가장 가깝습니다.,중구,"[35.8667351, 128.5941272]",35.8667351,128.5941272
118,578,대구광역시 중구 서성로1가 80-2,한식,이모식당,053-257-4414,09:00~21:30,80석(룸1),유료주차장,없음,중국어 &lt;BR&gt;기타 (),가능,불가능,불가능,불가능,"순대국밥 9,000원 
돼지국밥 9,000원 
백반 11,000원 
막창순대/수육 24,000원/30,000원/28,000원 
암뽕 24,000원
","서성로 돼지골목에 위치한 순대집.
72년 부터 운영되어 온 돼지국밥, 수육 전문점.","지하철 3호선 서문시장역 1번 출구 약 670m
지하철 3호선 달성공원역 4번 출구 약 740m
",버스 정류장은 `성내3동주민센터입구` 정류장이 가장 가깝습니다.,중구,"[35.872228, 128.5869059]",35.872228,128.5869059
119,577,대구광역시 중구 공평동 11-7,한식,원도매,053-425-6298,10:00 ~ 21:00,60,유료주차장,없음,기타 (),가능,불가능,불가능,가능,"등심주물럭(150g) 25,000원 
등심구이(150g) 24,000원 
불고기(200g) 15,000원 
전골 9,000원 
",30년 넘은 전통의 불고기 전문점.,지하철 1호선 중앙로역 3번 출구 485m,버스 정류장은 `2.28기념중앙공원건너2` 정류장이 가장 가깝습니다.,중구,"[35.8710546, 128.5991182]",35.8710546,128.5991182
120,576,대구광역시 중구 시장북로 120-2,한식,옛집,053-554-4498,11:00 ~ 18:30,40,없음(유료 주차),없음,기타 (),가능,불가능,불가능,불가능,"육개장  9,000원",[옛집]은 대구 10미 중의 하나인 대구 육개장의 원조 격으로 육개장만 판매하는 육개장 전문점입니다.,"지하철 3호선 서문시장역 2번 출구 약 330m
지하철 3호선 달성공원역 3번 출구 약 370m
",버스 정류장은 `달성공원 건너` 정류장이 가장 가깝습니다.,중구,"[35.8721285, 128.5817968]",35.8721285,128.5817968
121,575,대구광역시 중구 서성로1가 36-1,한식,성주숯불갈비,053-255-6851,10:00 ~ 22:00,70,10대,없음,기타 (),가능,불가능,불가능,가능,"소갈비(220g) 28,000원 
갈비살찜(220g) 28,000원 
안창살(100g) 30,000원 
불고기(100g) 16,000원  
갈비탕 7,000원
","중구 오토바이 골목에 위치.
한우 갈비살이 유명하다.",중앙로역에 내리신 후 차량 이동,"156, 309, 400-1, 420, 425, 427, 508(좌), 521",중구,"[35.87287, 128.5877833]",35.87287,128.5877833
122,571,대구광역시 중구 남산동 609-4,한식,남산동이영옥할매보쌈,053-252-3213,24시간,60,유료주차장,없음,일본어 기타 (),가능,불가능,가능,가능,"국밥 6,000원 
닭계장 5,000원 
고기밥 9,000원 
보쌈 (대) 40,000원 (중) 30,000원 (소) 20,000원 
수육 (대) 35,000원 (중) 28,000원 (소)18,000원 
보쌈김치 추가시 5,000원",76년 부터 대를 이어 운영되고 있는 보쌈 전문점으로 남산동 자동차부속골목 끝자락에 위치하고 있습니다.,지하철 1호선 명덕역 7번 출구 약 560m,버스 정류장은 `남문아파트앞` 정류장이 가장 가깝습니다.,중구,"[35.8610937, 128.5897325]",35.8610937,128.5897325
123,570,"대구광역시 중구 문화동 9-14, 2층",한식,낙원순두부,053-425-7167,10:00 ~ 22:00,36,유료주차장,없음,기타 (),불가,불가능,불가능,불가능,"순두부찌개 7,000원 
해물순두부찌개 8,000원
청국장 7,000원 
비빔밥 7,000원 
김치찌개 7,000원 
","노보텔 왼쪽 교동들어가는길에 있는 40년 전통의 순두부 전문 식당.
",지하철 1호선 중앙로역 3번 출구 약 340m,버스 정류장은 `2.28기념중앙공원건너1 ` 정류장이 가장 가깝습니다.,중구,"[35.87140910000001, 128.5976293]",35.87140910000001,128.5976293
124,569,대구광역시 중구 태평로1가 4-1,한식,국일식당(국일불갈비),053-424-5820,11:00 ~ 22:00,78석,없음,없음,기타 (),가능,불가능,불가능,가능,"돼지불고기(200g) 7,500원 
돼지불갈비(200g) 8,500원 
고추장불고기(200g) 8,000원","1976년 오픈하여 지금까지 43년 이상 영업하고 있는 전통있는 음식점으로 연탄 돼지불고기로 유명한 곳.
","지하철 1호선 대구역 1번 출구에서 약 370m이며, 도보로 약 5분 거리입니다.",버스 정류장은 `대구역건너` 정류장이 가장 가깝습니다.,중구,"[35.8745633, 128.5964259]",35.8745633,128.5964259
125,564,대구광역시 중구 서성로1가 59-1,한식,8번식당,053-255-0167,08:00 ~ 24:00 (일요일 08:00 ~ 21:00),80석(룸1),2대,없음,영어 일본어 중국어 &lt;BR&gt;기타 (),가능,불가능,가능,가능,"정식 10,000원 
순대국밥 8,000원 
고기국밥 8,000원 
암뽕국밥 9,000원 
커플세트(수육+순대+국밥2) 25,000원 
수육22,000원/32,000원/42,000원 
","`8번식당`은 대를 이어 끓이는 45년 정성의 돼지국밥, 순대국밥의 역사가 깃든 국밥 전문점입니다.
","지하철은 3호선 서문시장역 1번 출구 약 680m이며, 도보로 약 10분 거리입니다.",버스 정류장은 `성내3동주민센터입구` 정류장이 가장 가깝습니다.,중구,"[35.8723695, 128.5869147]",35.8723695,128.5869147
126,557,대구광역시 중구 봉산동 25-11,세계요리,라마앤바바나 (Rama&amp;Bavana),053-255-9569,11:30 ~ 21:30,36,유료주차장,없음,기타 (),가능,불가능,불가능,가능,"치킨커리 10,000원 
나시고랭 13,000원 
해물야끼볶음밥 12,000원 
바이올렛인디아피자 12,000원 
시림프샐러드 13,000원 
탄도리띠까 21,000원
","인도음식 퓨전 요리 전문점.
본국에서 직접 공수해온 엄선된 재료들을 인도 전통조리방식과 우리 입맛에 맞게 퓨전요리한 향기로운 인도음식을 즐기시고 느껴보세요.
",지하철 2호선 반월당역 10번 출구 약 160m,버스 정류장은 `봉산문화거리건너` 정류장이 가장 가깝습니다.,중구,"[35.8655512, 128.5971324]",35.8655512,128.5971324
127,550,대구광역시 중구 향촌동 14-8,한식,황소집,053-252-0110,10:00 ~ 23:30,63,50,없음,기타 (),예약가능,불가능,불가능,가능,"한우꽃등심(130g) 15,000원 
한우육회(230g) 20,000원 
문경약돌돼지(130g) 9,000원  
한우불고기 10,000원 
한우소전골 7,000원 
","- 주변 유료 주차시설 이용.
경상감영공원 주변에 있습니다.
",지하철 1호선 중앙로역 4번 출구 약 260m,버스 정류장은 `경상감영공원앞` 정류장이 가장 가깝습니다.,중구,"[35.8738454, 128.5939754]",35.8738454,128.5939754
128,546,대구광역시 중구 수동 31-2,한식,고향뜰,053-257-6700,10:30 ~ 21:30,88석(룸4),약령주차장 1시간 무료,없음,영어 일본어 중국어 &lt;BR&gt;기타 (),가능,불가능,불가능,가능,"숫총각버섯탕 10,000원 
전복버섯탕 15,000원 
들깨버섯탕 11,000원
낙지버섯탕 13,000원
능이버섯탕 13,000원
능이전복버섯탕 18,000원 
버섯낙지볶음 28,000원 ~ 48,000원 
버섯된장찌개 6,000원 
버섯불고기 28,000원 ~ 48,000원 
생버섯전 10,000원
버섯된장찌개 7,500원","`고향뜰`은 버섯탕, 버섯볶음, 버섯찌개, 버섯전 등 다양한 버섯 요리를 맛볼 수 있는 버섯 요리 전문점입니다.
",지하철 1호선 중앙로역 1번 출구 약 460m,버스 정류장은 `곽병원건너` 정류장이 가장 가깝습니다.,중구,"[35.86980730000001, 128.5896332]",35.86980730000001,128.5896332
129,514,대구광역시 중구 종로2가 61,한식,미성초밥,053-252-6775,10:00 ~ 22:00,32,유료주차장,없음,기타 (),가능,불가능,불가능,가능,"회 40,000원 ~ 85,000원 
물회 15,000원/20,000원 
무침회 20,000원 
회덮밥 8,000원 
광어초밥 12,000원 
초밥+우동 8,000원 
생우럭탕 18,000원
",진골목에 위치한 음식점 입니다.,"지하철 2호선 반월당역 15번 출구 약 260m
지하철 1호선 중앙로역 1번 출구 약 300m
",버스 정류장은 `약령시건너` 정류장이 가장 가깝습니다.,중구,"[35.868242, 128.592865]",35.868242,128.592865
130,513,대구광역시 중구 장관동 36-1,한식,약전식당,053-252-9684,11:30 ~ 20:30,66석,유료주차장,없음,일본어 중국어 &lt;BR&gt;기타 (),가능,불가능,불가능,가능,"돌솥멍게비빔밥 15,000원 
나물비빔밥 8,000원 
수육(예약) 40,000원
모밀국수 8,000원
콩국수 8,000원",`약전식당`은 2대 50년을 이어온 오래된 맛집으로 건강한 음식을 맛볼 수 있습니다.,"지하철은 1호선/2호선 반월당역 18번 출구 약 390m이며, 도보로 약 5분 거리.",버스 정류장은 `약령시입구` 정류장이 가장 가깝습니다.,중구,"[35.8687559, 128.590818]",35.8687559,128.590818
131,509,대구광역시 중구 종로2가 72-1,한식,다전칼국수,053-256-7722,10:00 ~ 21:00,44(룸1),유료주차장 이용,없음,기타 (),가능,불가능,불가능,불가능,"손칼국수 7,000원 
들깨칼국수 8,000원 
찹쌀수제비 8,000원 
얼큰칼국수 8,000원 
수육 35,000원 
파전 10,000원 
버섯전 10,000원 
오징어무침회 14,000원 
가오리무침회 15,000원 
","화학조미료를 절대 사용하지 않습니다.
천연재료만을 사용하여 맛을 냅니다.","지하철 2호선 반월당역 15번 출구 약 210m
",버스 정류장은 `약령시건너` 정류장이 가장 가깝습니다.,중구,"[35.8680629, 128.5920918]",35.8680629,128.5920918
132,507,"대구광역시 중구 남성로 51-6, 2층",한식,가창큰나무집 약령시점,053-253-9945,10:00 ~ 22:00,88,유료주차장,없음,기타 (),가능,불가능,불가능,가능,"영계약백숙 14,000원 
전복삼계탕 18,000원
",가창큰나무집에서 약령시안에 분점을 오픈 했습니다.,지하철 2호선 반월당역 18번 출구 약 340m,버스 정류장은 `약령시입구` 정류장이 가장 가깝습니다.,중구,"[35.868088, 128.5897301]",35.868088,128.5897301
133,473,대구광역시 중구 사일동 66 2층,일식,사야까,053-427-0141,11:00 ~ 23:00,40석,주변유료주차장,없음,일본어 기타 (),가능,불가능,불가능,불가능,"가츠동 8,500원 
안심 체다치즈 가츠동 9,500원 
차슈라멘 11,000원 
탄탄멘 8,500원 
히레카츠 8,500원

","사야까는 음식의 기본을 재료에서 찾는다.
일본처럼 300년, 400년 대를 이어 유지할 수 있는 음식점을 만들려면 가장 중요한 것은 당장의 음식 맛이 아니라 재료라고 생각한다.
그래서 이곳 음식점에는 사용하는 재료에 대한 안내서가 많이 눈에 띈다.",지하철 1호선 중앙로역 2번 출구 약 160m,버스 정류장은 `약령시앞` 정류장이 가장 가깝습니다.,중구,"[35.8694051, 128.5947872]",35.8694051,128.5947872
134,453,대구광역시 중구 공평동 31-1,한식,핀투대박양념오뎅,053-422-3592,09:30 ~ 24:00,18,주차불가,없음,기타 (),예약 불가(전화요망),불가능,불가능,불가능,"양념오뎅 4,000원 
떡볶이 4,000원 
납작만두 4,000원 
순대 4,000원 
",대구백화점 옆에 위치한 양념오뎅이 맛있는 집.,버스 정류장은 `CGV대구한일앞`정류장이 가장 가깝습니다.,"156, 309, 425, 323, 427, 521, 724, 939, 980, 106",중구,"[35.8691005, 128.5962421]",35.8691005,128.5962421
135,447,대구광역시 중구 공평동 56-3,한식,원주통닭,053-424-5129,10:30 - 22:30,20석,주차불가,없음,기타 (),가능,불가능,불가능,불가능,"튀김통닭 17,000원 
양념통닭 18,000원 
야채찜닭 20,000원
","옛날 통닭맛을 느낄 수 있는 곳.
골목에 위치.","지하철 1호선 중앙로역 2번 출구 약 480m
",버스 정류장은 `삼덕성당앞`정류장이 가장 가깝습니다.,중구,"[35.8683884, 128.5975246]",35.8683884,128.5975246
136,445,대구광역시 중구 종로2가 63,한식,소두불식당,053-252-9430,07:00 ~ 22:00,50석,주차불가,없음,기타 (),가능,불가능,가능,불가능,"수육 20,000원/25,000원/30,000원/ 
순대 8,000원/10,000원 
돼지국밥 7,000원 
수육백반 8,000원
","옛날 성당시장에 있던 식당이었으나 현재의 위치로 이전.
쫄깃한 식감의 순대와 수육, 국밥이 유명한 곳.",지하철 1호선 중앙로역 1번 출구 약 280m,버스 정류장은 `약령시건너`정류장이 가장 가깝습니다.,중구,"[35.868257, 128.5927444]",35.868257,128.5927444
137,439,대구광역시 중구 사일동 79,한식,동성로떡볶이2호점,053-424-8716,09:30 ~ 23:00,40석,주변 유료주차장,없음,기타 (),가능,불가능,불가능,불가능,"동성로떡볶이 3,000원 
피자떡볶이 4,000원 
해물떡볶이 4,000원 
순대떡볶이 4,000원 
모듬떡볶이 5,000원  
꾼만두 3,000원 
특미즉석철판볶음밥 1,500원
","동성로 떡볶이골목에 위치한 원조집.
즉석 떡볶이 형태로 먹은 후 밥을 볶아 먹을 수 있습니다.",지하철 1호선 중앙로역 2번 출구 약 220m,버스 정류장은 `약령시앞`정류장이 가장 가깝습니다.,중구,"[35.8689805, 128.5948139]",35.8689805,128.5948139
138,436,대구광역시 중구 남산동 586-28,한식,화림보쌈,053-255-1877,24시간,70석(룸1),7대,없음,기타 (),예약가능합니다.,불가능,가능,가능,"보쌈 22,000원/ 33,000원/ 44,000원 
수육 20,000원/ 31,000원/ 39,000원 
암뽕 22,000원 보쌈김치 6,000원 
순대국밥 8,000원 국밥 8,000원
","돼지보쌈 골목의 초기 부터 자리를 지킨 오랜 전통의 맛집.
보쌈골목 모범식당 1호",지하철 1호선 명덕역 7번 출구 약 610m,버스 정류장은 `남문아파트앞`정류장이 가장 가깝습니다.,중구,"[35.8616145, 128.5899501]",35.8616145,128.5899501
139,435,대구광역시 중구 남산동 586-11,한식,서울보쌈,053-252-8006,24시간,50석,4대,없음,기타 (),가능,불가능,가능,가능,"보쌈 20,000원/ 30,000원/ 40,000원  
수육 18,000원/ 28,000원/ 35,000원
암뽕 20,000원  
보쌈김치 5,000원","서울보쌈은 이름앞에 원조라는 말이 붙어 있다.
아닌게 아니라 [남문시장 돼지보쌈골목]에서 가장 먼저 보쌈을 판매한 원조 가게 이다.
서울에서 부모님의 보쌈 식당 개성보쌈 에서 배워와 1983년 이곳에 자리를 잡았다.",지하철 1호선 명덕역 7번 출구 약 610m,버스 정류장은 `남문아파트앞`정류장이 가장 가깝습니다.,중구,"[35.8615401, 128.5898787]",35.8615401,128.5898787
140,371,대구광역시 중구 동인동1가 301-1,한식,실비찜갈비,053-424-3443,09:00 ~ 22:00,150,15대,없음,영어 일본어 중국어 &lt;BR&gt;기타 (),가능,불가능,불가능,가능,"한우 찜갈비 30,000원 
미국산 찜갈비 20,000원 
찌개 9,000원
",68년부터 2대째 운영되고 있는 찜 갈비 전문점.,지하철 1호선 칠성시장역 3번 출구 약 640m,버스 정류장은 `동인치안센터앞`정류장이 가장 가깝습니다.,중구,"[35.8706819, 128.6048017]",35.8706819,128.6048017
141,370,대구광역시 중구 동인동1가 332-3,한식,봉산찜갈비,053-425-4203,09:00 ~ 22:00,140석(룸1),10대,없음,영어 기타 (),가능,불가능,불가능,가능,"한우 찜갈비 30,000원 
호주산 찜갈비 20,000원 
갈비살 찌개 7,000원

",최초 실비식당이라는 상호로 70년도에 영업을 시작한 찜 갈비 골목 내 맛집. 대를 이어 운영되고 있습니다.,"지하철 1호선 칠성시장역 3번 출구 약 588m이며, 약 10분 거리.",버스 정류장은 `동인치안센터앞`정류장이 가장 가깝습니다.,중구,"[35.8712244, 128.6051713]",35.8712244,128.6051713
